ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,kodur.png,kalayan_durg.png,sambasivarao.png,tekkali.png
lfFTrQeeDTM,2022-09-26,39.0,21.0,19082.0,-0.998435914516449,Sakshi,ntr health university ,0,0,0,0
Jp5iNyz4q-A,2022-09-26,271.0,365.0,165091.0,-0.9980535507202148,Sakshi,ntr health university ,0,0,0,0
mNUMWW8DOwE,2022-09-29,122.0,0.0,1493.0,-0.9990386962890624,TV5,ntr health university ,0,0,0,0
zruLrRpQ75s,2022-09-21,90.0,4.0,2753.0,-0.9976056814193726,TV5,ntr health university ,0,0,0,0
NLpidaR3wbI,2022-09-22,8625.0,0.0,8993.0,-0.9891263842582704,TV5,ntr health university ,0,0,0,0
eE2oIRxuMFQ,2022-09-25,516.0,18.0,5672.0,0.9986333250999452,Sakshi,ntr health university ,0,0,0,0
Qd3RLTGkwNo,2022-09-22,155.0,6.0,2079.0,-0.9992254972457886,TV5,ntr health university ,0,0,0,1
w2JOiqw5c74,2022-09-22,355.0,1.0,1700.0,-0.9982434511184692,TV5,ntr health university ,0,0,0,0
mbrS1tgiTNU,2022-09-22,324.0,36.0,5250.0,-0.9974790215492249,TV5,ntr health university ,0,0,0,0
XRnbHkv63ec,2022-09-21,73.0,149.0,60582.0,-0.9974210262298584,TV5,ntr health university ,1,0,1,0
sQUF6Jm5_CI,2022-09-21,13703.0,29.0,54263.0,0.9925670623779296,TV5,ntr health university ,0,0,0,0
26fp71wBU2k,2022-09-22,180.0,30.0,7816.0,-0.9978871941566468,TV5,ntr health university ,0,0,0,0
3aALfuP-xZ4,2022-09-29,105.0,1.0,2548.0,-0.9894603490829468,TV5,ntr health university ,0,0,0,0
MXmB6u8yuWc,2022-10-04,3735.0,0.0,6700.0,0.909153163433075,TV5,ntr health university ,0,0,0,0
0ABerc3SPPE,2022-09-27,330.0,74.0,36068.0,-0.9640300869941713,TV5,ntr health university ,0,0,1,0
dfdMoQpyj5Q,2023-01-14,492.0,8.0,39446.0,-0.9678807854652404,ABN,ntr health university ,0,0,0,0
VU7X6flTkcs,2022-09-22,132.0,6.0,5488.0,-0.9947463870048524,TV5,ntr health university ,0,0,0,0
tmLW0BA2v64,2022-09-21,310.0,111.0,102307.0,-0.9994800686836244,TV5,ntr health university ,0,0,0,0
qaIv064yIMc,2022-09-26,54.0,362.0,890303.0,-0.9983282685279846,Sakshi,ntr health university ,0,0,0,0
oK9Dlid0ivI,2022-09-22,42898.0,4.0,74849.0,-0.9932658672332764,TV5,ntr health university ,0,0,0,0
lDH4-NnD7WI,2022-09-22,654.0,0.0,145305.0,0.9971659779548644,TV5,ntr health university ,0,0,0,0
v-gWSaosbvk,2022-09-22,160.0,75.0,80099.0,0.997897744178772,TV5,ntr health university ,0,0,0,0
TZxWy2L3TTA,2022-09-22,632.0,11.0,2847.0,-0.990100085735321,Sakshi,ntr health university ,0,0,0,0
u_rL_7QFS_M,2022-09-30,288.0,2.0,2527.0,-0.9968816041946412,TV5,ntr health university ,1,0,0,0
sKHNl206as8,2019-12-21,104.0,0.0,503.0,0.9984605312347412,Sakshi,ntr health university ,0,0,0,0
vk8bRw84d1c,2022-11-06,350.0,2.0,6110.0,0.9978787899017334,TV5,ntr health university ,0,0,0,0
agzs-IVAXkw,2022-10-11,76.0,19.0,5760.0,-0.99835205078125,Sakshi,ntr health university ,0,0,0,0
l7ebn9ChX98,2022-09-22,35910.0,21.0,137016.0,0.9936177730560304,TV5,ntr health university ,0,0,0,0
4OlidZohl90,2022-10-01,286.0,2.0,2009.0,-0.9973137974739076,TV5,ntr health university ,0,0,0,0
uZ8B4umVEec,2022-09-22,110.0,2.0,1764.0,-0.9983450174331664,TV5,ntr health university ,0,0,0,0
FeRS2W6qaXg,2022-09-21,140.0,0.0,884.0,-0.9993448853492736,TV5,ntr health university ,0,1,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5,ntr health university ,0,0,0,0
UNG-k_ZEjpg,2022-09-22,254.0,22.0,6211.0,-0.9967881441116332,Sakshi,ntr health university ,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,ntr health university ,0,0,0,0
JYxQGg9p5ZI,2022-09-21,11125.0,34.0,114956.0,-0.990411937236786,TV5,ntr health university ,0,0,0,0
bUozome0OJc,2022-09-21,315.0,18.0,7876.0,-0.983472228050232,TV5,ntr health university ,0,0,0,0
bLcsvn4QaWs,2022-09-21,136.0,8.0,2388.0,-0.9987239241600036,TV5,ntr health university ,0,1,0,0
EzdNV0CIqnQ,2022-09-24,132.0,6.0,3396.0,-0.9991928935050964,TV5,ntr health university ,0,1,0,0
NudTW6OpbrI,2022-09-22,105.0,51.0,38429.0,-0.6868539452552795,TV5,ntr health university ,1,0,1,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,ntr health university ,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,ntr health university ,0,0,0,0
zf3V4rsRwKk,2023-01-24,210.0,5.0,3973.0,-0.997394561767578,ABN,ntr health university ,1,0,0,1
Dk1JsAlOgIQ,2023-02-23,344.0,13.0,6547.0,-0.9951177835464478,TV9,ntr health university ,0,0,0,1
Y0QvMCmyVYM,2022-09-22,13015.0,18.0,48408.0,0.9918647408485411,TV5,ntr health university ,0,0,0,0
wimvhKRo89c,2022-09-26,325.0,36.0,4901.0,-0.99860280752182,TV5,ntr health university ,0,0,0,0
iw0QFaMXHNI,2022-09-22,285.0,68.0,25070.0,0.9926281571388244,TV5,ntr health university ,0,0,0,1
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,ntr health university ,0,0,0,0
-Tfccq6691I,2022-09-22,70.0,57.0,47767.0,-0.9972705245018004,TV5,ntr health university ,0,0,0,0
_d0FzkDUiSI,2022-09-21,115.0,18.0,6658.0,-0.977127492427826,TV5,ntr health university ,0,0,0,1
q8wmVw0qSKM,2022-09-21,40.0,20.0,6783.0,-0.998607337474823,TV5,ntr health university ,0,0,0,0
kWDoz59lKpc,2022-09-22,620.0,11.0,3096.0,-0.9774286150932312,TV5,ntr health university ,0,0,0,0
jZ0VtFKH8kA,2022-09-23,90.0,0.0,774.0,-0.9637484550476074,TV5,ntr health university ,0,0,0,0
HgYodJxuQWI,2022-09-22,11345.0,7.0,16427.0,0.9970079064369202,Sakshi,ntr health university ,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,ntr health university ,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,ntr health university ,0,0,0,0
IMlLi2VeJSg,2022-09-22,100.0,27.0,10562.0,-0.998382568359375,TV5,ntr health university ,0,0,0,0
lG0_fU5PQ_Y,2022-09-21,93.0,24.0,16410.0,-0.997570812702179,TV5,ntr health university ,0,1,0,0
yKt3SQm6V-w,2022-09-22,95.0,0.0,2555.0,0.9878492951393129,TV5,ntr health university ,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,ntr health university ,0,0,0,0
y3C3Tt5S6fY,2022-09-21,395.0,20.0,5235.0,-0.9989675283432008,TV5,ntr health university ,0,1,0,0
NQlH3hDDx5k,2022-10-04,341.0,10.0,20463.0,0.9948535561561584,TV5,ntr health university ,0,0,1,1
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,ntr health university ,0,0,0,0
zfog39-YTwA,2022-09-21,158.0,1.0,1001.0,-0.9981219172477722,TV5,ntr health university ,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,ntr health university ,0,0,0,0
LdbxkRfK1aw,2022-09-21,559.0,2.0,995.0,-0.9984381794929504,TV5,ntr health university ,0,0,0,0
2hIhCdMMJCY,2022-09-21,764.0,24.0,3688.0,0.9966663718223572,Sakshi,ntr health university ,0,0,0,0
GbvL0FEd_4s,2022-09-21,193.0,14.0,3022.0,-0.9992663264274596,Sakshi,ntr health university ,1,0,0,0
NcOkWfLm8k8,2022-09-22,436.0,7.0,2113.0,-0.9993698000907898,TV5,ntr health university ,0,0,0,0
xvnN6ggumJA,2022-09-26,115.0,33.0,10453.0,-0.9953261613845824,TV5,ntr health university ,0,0,0,0
2I9_q0FwEwo,2022-09-23,245.0,1.0,1916.0,-0.9993114471435548,TV5,ntr health university ,0,0,0,0
B1Vfe96RAU8,2022-09-22,227.0,1.0,689.0,-0.977344572544098,Sakshi,ntr health university ,0,0,0,0
xnosXVWt_f0,2022-11-10,53.0,0.0,3579.0,-0.996340274810791,ABN,ntr health university ,0,0,0,0
yhhjva3QeOU,2022-09-21,290.0,251.0,150741.0,-0.9956900477409364,TV5,ntr health university ,0,0,1,0
5ZOUbvkSxlQ,2022-09-24,11525.0,6.0,31386.0,-0.8643331527709961,TV5,ntr health university ,0,0,0,0
2FHbIZHb_k4,2022-09-28,180.0,4.0,2382.0,0.9826258420944214,TV5,ntr health university ,0,0,0,0
s5cJ3c5Z2v8,2022-09-21,99.0,113.0,60285.0,-0.9976478219032288,TV5,ntr health university ,0,0,0,0
PRuvL2_Fe60,2022-09-22,255.0,25.0,7728.0,-0.999413251876831,TV5,ntr health university ,0,0,0,1
BPZ-adEfG_M,2022-09-21,774.0,380.0,76467.0,-0.9683863520622252,TV5,ntr health university ,0,0,0,0
LwcPlJNCXNo,2022-09-21,94.0,6.0,1818.0,0.9937611222267152,TV5,ntr health university ,0,0,0,1
kehEMDGDhMg,2022-09-21,394.0,695.0,496794.0,-0.992182195186615,TV5,ntr health university ,0,0,0,0
quhey2tR1c4,2022-09-21,270.0,11.0,7136.0,-0.9824223518371582,TV5,ntr health university ,0,0,1,0
Nk_Wzr-higY,2022-09-22,322.0,0.0,293701.0,-0.9913853406906128,Sakshi,ntr health university ,0,0,0,1
u3fwfQBBMgQ,2022-09-21,95.0,183.0,70725.0,0.9926108717918396,TV5,ntr health university ,0,0,0,1
srkv7pn8AAg,2022-09-26,41.0,193.0,150914.0,-0.9983333945274352,Sakshi,ntr health university ,0,0,0,0
7sG8plTvnRQ,2022-09-22,509.0,27.0,4306.0,0.997851014137268,Sakshi,ntr health university ,1,0,0,0
qaI_dJyETQA,2022-09-26,128.0,13.0,11934.0,-0.9986756443977356,TV5,ntr health university ,0,0,0,0
iBhrSmVerow,2022-09-21,480.0,172.0,105962.0,-0.9861095547676086,TV5,ntr health university ,0,0,0,0
JPhPV1OcscY,2022-09-24,5255.0,45.0,41770.0,-0.8643331527709961,TV5,ntr health university ,0,0,0,0
TwpIbwc-qcA,2022-09-23,305.0,2.0,4929.0,-0.9979255199432372,TV5,ntr health university ,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,ntr health university ,0,0,0,0
kVU1OGMeiMU,2022-09-22,335.0,12.0,4086.0,-0.9974862337112428,TV5,ntr health university ,0,0,1,0
DeGfA0HtYB8,2022-09-24,1336.0,175.0,30864.0,-0.9932618737220764,Sakshi,ntr health university ,0,0,0,0
wdcD5aCacfk,2022-09-26,59.0,75.0,38613.0,0.9928324222564696,Sakshi,ntr health university ,0,0,0,0
ezSqBsDh23o,2022-10-04,224.0,0.0,2884.0,-0.9973111152648926,TV5,ntr health university ,0,0,0,0
Ynt1hL2lptA,2022-09-26,145.0,36.0,2865.0,-0.998615860939026,TV5,ntr health university ,0,0,0,0
s13hEeDFdT0,2022-09-21,235.0,19.0,3232.0,-0.9962980151176452,TV5,ntr health university ,0,0,0,0
0imxgLXJkM8,2023-01-28,230.0,10.0,17688.0,-0.990125298500061,TV9,ntr health university ,0,0,0,0
Abvbpp_3e20,2022-09-23,199.0,10.0,3434.0,-0.999144434928894,TV5,ntr health university ,0,0,0,0
4m5EOuDmRZ4,2022-09-21,215.0,15.0,3161.0,-0.9974167346954346,TV5,ntr health university ,0,0,0,0
fihobXD9ud8,2022-09-22,213.0,25.0,3739.0,-0.9992871880531312,TV5,ntr health university ,0,1,0,1
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,ntr health university ,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,ntr health university ,0,0,0,0
ccVqtkNRRB8,2022-09-23,460.0,1.0,1075.0,-0.9977476000785828,TV5,ntr health university ,0,0,0,0
8UyRSXgwdmo,2022-09-21,197.0,3.0,2771.0,-0.9992351531982422,TV5,ntr health university ,0,0,0,0
s6CATWmrzAM,2022-10-16,298.0,0.0,1608.0,-0.9983945488929749,TV5,ntr health university ,0,0,0,0
qt-HFCSOkMk,2022-09-21,240.0,7.0,5523.0,0.9320476651191713,TV5,ntr health university ,0,0,0,0
7OSKAqhceUw,2022-09-21,310.0,89.0,51991.0,-0.9977549910545348,TV5,ntr health university ,0,0,0,0
UdOBN8Pp1iA,2022-09-22,42895.0,9.0,82554.0,0.995274305343628,TV5,ntr health university ,0,0,0,0
OeMlyeDphf8,2022-09-22,324.0,105.0,37021.0,-0.998028576374054,TV5,ntr health university ,0,0,0,0
vQX9lVNOlJo,2022-09-21,1393.0,304.0,74661.0,0.9980177879333496,Sakshi,ntr health university ,0,0,0,0
ZKJ3VqWhvdA,2022-09-23,170.0,4.0,8078.0,-0.9729079604148864,TV5,ntr health university ,0,0,0,0
hJHjHafNTDc,2022-09-21,540.0,207.0,65852.0,-0.9763692021369934,TV5,ntr health university ,1,0,1,0
-6YgqbyNs6k,2022-09-23,305.0,2.0,2323.0,-0.9978556036949158,TV5,ntr health university ,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,ntr health university ,0,0,0,0
lOpAMwuHkRg,2022-09-21,97.0,8.0,6684.0,-0.9951275587081908,TV5,ntr health university ,0,0,0,0
J8M3fREpFWA,2022-09-23,114.0,4.0,4853.0,-0.9983610510826112,TV5,ntr health university ,0,0,0,0
71xhy-eagHo,2022-09-24,370.0,126.0,30699.0,0.9931627511978148,Sakshi,ntr health university ,1,0,0,0
dsg6gGHQq5M,2022-09-21,390.0,116.0,39824.0,-0.9887579083442688,TV5,ntr health university ,0,0,1,0
PDUp-q2pOok,2022-09-21,378.0,4.0,2099.0,-0.9787052273750304,TV5,ntr health university ,0,1,0,0
ibrc_E-MEGs,2022-09-21,195.0,95.0,85625.0,-0.9704312086105348,TV5,ntr health university ,0,0,0,0
B5weI0PDp2E,2022-09-22,90.0,8.0,1890.0,-0.9993202686309814,TV5,ntr health university ,0,0,0,1
ZuVHUlQEGJc,2022-09-22,420.0,139.0,66081.0,0.997655987739563,TV5,ntr health university ,0,0,1,0
pI3zf4dOKmQ,2022-09-21,208.0,11.0,4418.0,-0.9892330169677734,TV5,ntr health university ,0,0,0,0
EI7FgSXdw0w,2022-09-21,320.0,472.0,254667.0,0.9943256974220276,TV5,ntr health university ,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,ntr health university ,0,0,0,0
Urp9_1qfWL0,2022-10-27,431.0,0.0,451.0,0.9977522492408752,ABN,ntr health university ,0,0,0,0
gDB7qzQKYPE,2022-09-26,335.0,46.0,4233.0,-0.9994376301765442,TV5,ntr health university ,0,0,0,0
TdpO1T2zjZg,2022-09-22,617.0,498.0,425115.0,-0.9940065145492554,TV5,ntr health university ,0,0,0,0
V4wqhdhss-I,2022-09-21,332.0,230.0,93444.0,-0.9982056617736816,TV5,ntr health university ,0,0,0,0
NpMgCCHw5fg,2022-09-21,472.0,1.0,3757.0,0.9964715242385864,TV5,ntr health university ,0,1,0,0
X2NWctLkstI,2022-09-21,155.0,11.0,4120.0,-0.9979183077812196,TV5,ntr health university ,0,0,0,0
Zk0YimXfZbE,2022-09-22,191.0,1.0,3976.0,-0.9972416162490844,TV5,ntr health university ,0,0,0,0
vJAgRzw5rPM,2022-10-03,273.0,1.0,2301.0,-0.9804850220680236,TV5,ntr health university ,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,ntr health university ,0,0,0,0
-CM-uM7-Big,2022-12-13,228.0,43.0,161596.0,-0.997675359249115,TV9,ntr health university ,0,0,0,0
xO4C1itKGUE,2022-09-28,82.0,0.0,1935.0,-0.997642457485199,TV5,ntr health university ,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,ntr health university ,0,0,0,0
XpRCqF9ZGOw,2022-09-21,231.0,47.0,11238.0,-0.9980862140655518,TV5,ntr health university ,0,1,0,0
VjZpsIzJxKw,2022-09-23,265.0,18.0,10342.0,0.9922168254852296,TV5,ntr health university ,0,0,1,0
Dop3OWETLTE,2022-09-21,491.0,17.0,8018.0,0.989017128944397,TV5,ntr health university ,1,0,0,1
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,ntr health university ,0,0,0,0
A4XRrjomH_U,2022-09-26,260.0,17.0,4802.0,-0.9981008172035216,TV5,ntr health university ,0,1,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,ntr health university ,0,0,0,0
PoMYgamLAJE,2022-09-22,11429.0,38.0,175666.0,0.9941521286964417,TV5,ntr health university ,0,0,0,0
X1QfBRdi3qo,2022-09-25,405.0,230.0,101186.0,0.9979191422462464,Sakshi,ntr health university ,0,0,0,0
C8jVqG6q3eQ,2022-09-22,60.0,11.0,5604.0,-0.997912585735321,TV5,ntr health university ,0,0,0,0
AgpbIwLW7CY,2022-09-22,42897.0,32.0,302565.0,-0.9845438599586488,TV5,ntr health university ,0,0,0,0
edKa2qWeBkM,2022-09-21,278.0,84.0,29326.0,0.9951399564743042,TV5,ntr health university ,0,0,0,0
zDEyFexnOq8,2022-09-27,135.0,7.0,1201.0,0.9946596026420592,TV5,ntr health university ,0,0,0,0
eHknZ-FMbac,2022-09-22,515.0,0.0,2520.0,0.9953734278678894,TV5,ntr health university ,0,0,0,0
l6bewzNeZ-U,2022-09-21,276.0,6.0,2445.0,-0.9978278279304504,TV5,ntr health university ,0,1,0,0
skewXdbxg3A,2022-11-23,53.0,1.0,6015.0,-0.9939760565757751,ABN,ntr health university ,0,0,0,0
vfBbyfWm954,2022-09-30,235.0,1.0,1708.0,-0.9981471300125122,TV5,ntr health university ,0,0,0,0
GL1ykvvNUY0,2022-09-26,282.0,307.0,150462.0,0.9810061454772948,TV5,ntr health university ,0,0,0,0
CG3wHP6BbB4,2022-09-22,325.0,0.0,774303.0,-0.9954387545585632,TV5,ntr health university ,0,0,0,0
_jc9J62GEvg,2022-09-21,10445.0,6.0,19143.0,0.9969562292099,TV5,ntr health university ,0,0,0,0
v6L56xkkJsM,2022-09-22,87.0,14.0,5346.0,0.9896620512008668,TV5,ntr health university ,0,1,0,0
tSURbTNfD1M,2022-09-22,310.0,77.0,32346.0,-0.9986911416053772,TV5,ntr health university ,0,1,1,0
yev_yvWvgjQ,2022-09-22,280.0,437.0,215450.0,0.9955949187278748,TV5,ntr health university ,1,0,1,0
z90up9Qbxyc,2022-09-21,120.0,4.0,2664.0,-0.9923933744430542,TV5,ntr health university ,1,0,0,0
CJWXU67Vgdg,2022-09-21,185.0,38.0,12623.0,-0.9982132911682128,TV5,ntr health university ,1,0,0,1
uk4Ts71VRKA,2022-09-24,725.0,111.0,21505.0,-0.994607150554657,Sakshi,ntr health university ,0,0,0,0
YgaBLp684vs,2022-09-28,125.0,192.0,56407.0,-0.9994807839393616,TV5,ntr health university ,1,0,0,0
O3B0IFte84U,2022-09-21,93.0,20.0,7597.0,-0.9988164901733398,TV5,ntr health university ,0,0,0,0
UdVCjYVkI9A,2022-09-30,19425.0,3.0,39376.0,-0.998596966266632,TV5,ntr health university ,0,0,0,0
j5xm6C5BY3U,2022-09-22,100.0,101.0,34906.0,-0.9992153644561768,TV5,ntr health university ,0,0,0,0
lJoGdO8xm8s,2022-09-21,383.0,31.0,16854.0,0.9908748865127563,Sakshi,ntr health university ,0,0,0,1
e4CnoBQ7-CY,2022-09-29,116.0,7.0,5681.0,-0.9970500469207764,TV5,ntr health university ,0,0,0,0
fWjsX1Mo9Is,2022-09-21,155.0,2.0,2609.0,-0.9812480211257936,TV5,ntr health university ,0,0,0,0
6wIBoqO80JY,2022-09-22,174.0,729.0,669474.0,-0.9965040683746338,TV5,ntr health university ,0,0,0,0
T4MQKBfujio,2022-09-21,317.0,102.0,38791.0,0.9972612857818604,TV5,ntr health university ,0,0,0,0
ykVwvuJLj0Q,2022-09-21,105.0,120.0,183575.0,-0.9938381314277648,TV5,ntr health university ,0,0,0,0
TNeiNpWa70I,2022-09-21,42899.0,9.0,86708.0,0.9896398782730104,TV5,ntr health university ,0,0,0,0
OIZYdBZLnRs,2022-09-21,122.0,8.0,3026.0,-0.9979090690612792,TV5,ntr health university ,0,0,0,0
V62VRhDs6UA,2022-09-29,281.0,8.0,6884.0,-0.996293842792511,TV5,ntr health university ,0,1,0,1
GDeH26PTwFA,2022-09-26,220.0,75.0,29057.0,-0.999351680278778,TV5,ntr health university ,0,0,0,0
wyacm1cpneQ,2022-09-21,207.0,729.0,288016.0,-0.9991021156311036,TV5,ntr health university ,0,0,0,0
KEqnX9XtH8c,2022-09-23,144.0,4.0,1726.0,-0.9994423985481262,TV5,ntr health university ,0,0,0,0
BlIr0MBedcI,2022-09-21,130.0,6.0,3763.0,0.9969357252120972,TV5,ntr health university ,0,0,1,0
M7_KIWJbk8o,2022-09-30,335.0,6.0,9353.0,0.9983646273612976,TV5,ntr health university ,0,0,0,0
j7w_fKRYmyk,2022-09-21,36394.0,23.0,78901.0,0.9959783554077148,TV5,ntr health university ,0,0,0,0
eQ8ADZRlN5g,2022-09-21,67.0,8.0,9457.0,-0.9973216652870178,TV5,ntr health university ,0,0,0,0
Fq4YO1z7S6A,2022-09-21,240.0,36.0,5205.0,-0.9924329519271852,TV5,ntr health university ,0,0,0,0
8Mx8Io0NYqg,2022-10-12,260.0,509.0,493573.0,-0.9976289868354796,Sakshi,ntr health university ,0,0,0,1
c8eppLCYfiE,2022-09-21,502.0,19.0,2336.0,0.5995887517929077,Sakshi,ntr health university ,1,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,ntr health university ,0,0,0,0
OJrRGJff0qA,2022-09-21,240.0,28.0,6544.0,-0.9981400966644288,TV5,ntr health university ,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,ntr health university ,0,0,0,0
uaHnNgDbshI,2022-09-22,375.0,58.0,52083.0,0.9941258430480956,TV5,ntr health university ,0,0,1,0
ZsR6OsyV6Qs,2022-09-21,80.0,10.0,4702.0,-0.9973762035369872,TV5,ntr health university ,0,1,0,0
5lghAjBODbo,2022-09-21,117.0,4.0,1599.0,-0.9992259740829468,TV5,ntr health university ,0,0,0,0
8RU6zyXFyoM,2022-09-22,205.0,2.0,1520.0,-0.9989635944366456,TV5,ntr health university ,0,0,0,0
_RKfE9tgrT0,2022-09-22,80.0,0.0,2528.0,-0.9975958466529846,TV5,ntr health university ,0,0,0,0
Z15zWOFsB3I,2022-09-21,289.0,24.0,18927.0,-0.99825257062912,TV5,ntr health university ,0,0,0,0
bMkOQE3IEBo,2022-11-02,247.0,7.0,2654.0,-0.9127498865127563,ABN,ntr health university ,0,0,0,0
oxMfPK_3JtY,2022-09-21,454.0,15.0,6257.0,-0.998777449131012,TV5,ntr health university ,0,1,0,0
KJ3fEXDrUw0,2022-09-21,309.0,73.0,31207.0,-0.9984399676322936,TV5,ntr health university ,0,0,1,0
Agjc9LN2rOU,2022-09-21,361.0,8.0,2316.0,-0.99885356426239,TV5,ntr health university ,0,0,0,0
w0uYxVWFBDE,2022-09-21,239.0,27.0,5337.0,0.99653959274292,TV5,ntr health university ,1,0,0,0
z3h8_O9Yi80,2022-09-23,305.0,5.0,1241.0,-0.9994377493858336,TV5,ntr health university ,0,0,0,1
my1bQV6f83E,2022-09-24,198.0,17.0,2437.0,-0.9972538352012634,Sakshi,ntr health university ,1,0,0,0
aFWS4UUH4e0,2022-09-22,79.0,0.0,1233.0,-0.9975784420967102,TV5,ntr health university ,0,0,0,0
LCXLX_as6Zw,2022-09-21,305.0,9.0,2046.0,-0.6197969317436218,TV5,ntr health university ,0,0,0,0
zbb8Aof0wG8,2022-09-21,42354.0,21.0,41687.0,0.9941113591194152,TV5,ntr health university ,0,0,0,0
SE6Nh0e5058,2022-09-22,189.0,69.0,45850.0,-0.9973974227905272,TV5,ntr health university ,0,0,0,0
